DistBetweenPrev,zscore_climate,center_year,Sex,PenguinSeq
23.09589839,0.47901391602209636,-12,TRUE,47060
27.4950513,0.25558326092454753,-12,TRUE,47060
40.03708387,0.46381235727602116,-12,TRUE,47060
17.37886467,0.14130802902286205,-12,TRUE,47060
15.06649999,-0.13181253288784572,-11,TRUE,28535
24.39871808,0.8924376483852864,-11,TRUE,28535
2.530065505,-1.6846862109389118,-11,TRUE,28535
77.64348343,-0.2698370103721475,-11,TRUE,28535
81.83192904,-1.302763886703795,-11,TRUE,28535
57.25214937,-0.32190551028008285,-11,TRUE,30347
52.31896207,-0.3697723936765586,-11,TRUE,30347
68.18564118,0.5226562573918186,-10,TRUE,7952
16.17846384,1.165296693260327,-10,TRUE,7952
20.29446618,1.3507973169125653,-10,TRUE,7952
34.89871985,1.2130540935996699,-10,TRUE,7952
30.42079057,1.4739117472272885,-10,TRUE,7952
40.57797525,1.2038270494238206,-10,TRUE,7952
59.28635663,-1.7006336516496188,-10,TRUE,27832
29.10380611,-1.3247902315522069,-10,TRUE,27832
60.19751737,-1.5748700253529437,-10,TRUE,27832
8.316879758,1.5408745102052532,-10,TRUE,30129
12.43340258,1.1781561584395566,-10,TRUE,30129
16.18283332,0.7536328395256698,-10,TRUE,30129
9.505390822,-0.48004339900532267,-10,TRUE,30129
2.420894029,0.6315061139993918,-10,TRUE,30129
10.49223652,0.46329076828328125,-10,TRUE,30129
62.03925426,-0.5386024798890587,-10,TRUE,30129
15.10972958,1.2130540935996699,-10,TRUE,30508
10.73721705,-0.9942256029185291,-10,TRUE,30508
19.9981612,0.14149289392465486,-10,TRUE,30508
8.861637221,-0.9246015129876138,-10,TRUE,30508
57.46929013,0.42336050630527533,-9,TRUE,31967
37.37617755,-0.3181214698755205,-9,TRUE,31967
38.49830146,-0.051499433901581654,-9,TRUE,31967
28.39837476,-2.3712924197478995,-9,FALSE,47160
22.75147514,-1.075081637197213,-9,FALSE,47160
53.96126461,0.5552666180640727,-9,FALSE,47160
83.0564018,-0.26900451287461746,-9,FALSE,47160
33.08380144,0.42336050630527533,-9,TRUE,47161
100.2496723,-0.20110720767736429,-9,TRUE,47161
82.71534437,0.9083424852930603,-9,TRUE,47168
39.05795272,-0.7764405025881363,-9,TRUE,47168
16.573273059999998,-0.26900451287461746,-9,TRUE,47168
18.6911803,-1.7993172957038988,-8,TRUE,27832
42.16090309,-1.9511832407266374,-8,TRUE,27832
27.85892043,-0.4847117587154585,-8,TRUE,27832
14.81006099,-0.15835250026408443,-8,TRUE,27832
12.66160724,-0.2345098181404953,-8,TRUE,27832
11.13569329,-1.5428812753295669,-8,TRUE,27832
14.56070355,-1.9511832407266374,-8,TRUE,28392
12.42002762,-0.4847117587154585,-8,TRUE,28392
10.43202712,-0.5905100864819139,-8,TRUE,28392
4.153632327,-1.6585764394341662,-8,TRUE,28392
1.98723964,-1.6668934856798252,-8,TRUE,28392
61.84108459,-0.08555905695458078,-8,TRUE,28392
93.66161339,-1.455234784455202,-8,TRUE,28425
80.4929065,-0.6387416079002958,-8,TRUE,28425
26.49643431,0.8983288288256873,-8,TRUE,28425
70.53511411,1.2362407576171026,-8,TRUE,28425
80.71276032,0.5642202959993464,-8,TRUE,28425
23.74979079,-0.3143656650001237,-8,TRUE,30347
16.63066712,-0.5308459126218971,-8,TRUE,30347
11.12454966,0.6388689230241059,-8,TRUE,30347
18.96402929,1.2362407576171026,-8,TRUE,30347
103.4964284,2.282170155947121,-8,TRUE,30347
18.20622908,-0.5982802313301829,-8,TRUE,30347
1.404125036,-0.4847117587154585,-8,FALSE,47290
11.70520522,-0.3868249326921223,-8,FALSE,47290
42.72082386,-0.5905100864819139,-8,FALSE,47290
37.37499625,-1.6585764394341662,-8,FALSE,47290
20.30506324,-0.8479520543141408,-8,FALSE,47290
69.09584371,0.2857787343698018,-8,FALSE,47290
13.05730108,-0.38253300367533233,-8,FALSE,47290
9.369096215,-0.6952097165946224,-7,TRUE,33034
70.78051523,-0.9997372272444378,-7,TRUE,33034
34.25987108,-0.596958208422315,-7,TRUE,33034
33.35632849,-1.202617645927319,-7,TRUE,33034
19.56518977,-0.9285229577784887,-7,TRUE,45263
42.32009409,-0.7620400971332182,-7,TRUE,45263
37.40065661,-0.9997372272444378,-7,TRUE,45263
39.9535866,-2.7000646054833117,-7,TRUE,45263
13.46177425,0.37179247954381245,-7,TRUE,45263
62.87476391,-0.020896434981787164,-7,TRUE,45263
29.81858769,-0.9997372272444378,-7,TRUE,47352
12.77876491,-1.1849782645840679,-7,TRUE,47352
27.91642388,-1.4676992156147708,-7,TRUE,47352
52.65502018,1.0657875949779447,-7,TRUE,47352
41.75867095,0.5133513346892574,-7,TRUE,47352
73.29819177,0.4012416629058085,-7,TRUE,47352
26.44717776,-0.9997372272444378,-7,TRUE,47354
22.11664707,-2.7000646054833117,-7,TRUE,47354
49.09688489,-0.12075729322991334,-7,TRUE,47354
13.93955898,0.37179247954381245,-7,TRUE,47354
38.38093425,0.2397601673570398,-7,TRUE,47354
48.63453657,0.24395893119591547,-7,TRUE,47354
66.60250041,0.5443750986287843,-7,TRUE,47354
77.32285037,-0.8783413829522447,-6,TRUE,51701
30.24702257,-0.9083367176283479,-6,TRUE,51701
14.46559811,0.12033915645996067,-6,TRUE,51701
15.24635851,0.8763467216709687,-6,TRUE,51701
42.54807078,1.3634877206844944,-6,TRUE,51702
18.8233708,0.7863856266319942,-5,TRUE,29677
39.53544616,1.7106318747821538,-5,TRUE,29677
3.063193297,1.8516316741964356,-5,TRUE,29677
10.06068791,1.4879886774530562,-5,TRUE,29677
6.623152355,-0.2010291093273037,-5,TRUE,29677
54.43010749,0.05718985162459563,-5,TRUE,29677
65.59435755,0.7423506818926473,-5,TRUE,29677
52.31181162,-0.5897030893672237,-5,TRUE,29677
22.95509587,0.7723740301696856,-5,TRUE,29677
11.87441612,1.647177501920672,-5,TRUE,31967
18.97250526,1.8516316741964356,-5,TRUE,31967
9.286708311,1.4971318333976926,-5,TRUE,31967
26.91101697,-0.5744082292328376,-5,TRUE,31967
13.59717833,-0.21497465220153833,-5,TRUE,31967
63.9199718,-0.5082434912688693,-5,TRUE,33034
88.88978804,1.647177501920672,-5,TRUE,33034
26.77657785,1.6701943420970045,-5,TRUE,33034
40.58317824,0.9384095307375742,-5,TRUE,33034
52.68678384,-0.6550471281713246,-5,TRUE,33034
22.44854484,-0.08594313558563191,-5,TRUE,33034
87.4620138,1.2434736350328166,-5,TRUE,33034
29.27676152,1.3866992021108475,-5,TRUE,45715
65.0244525,0.9384095307375742,-5,TRUE,45715
66.49088634,-0.41959652821268173,-5,TRUE,45715
95.17650628,0.7423506818926473,-5,TRUE,45715
27.43712109,-0.5741132458873415,-5,TRUE,46039
30.56469515,-0.5082434912688693,-5,TRUE,46039
12.99412125,1.647177501920672,-5,TRUE,46039
6.217052554,1.6701943420970045,-5,TRUE,46039
17.85991305,1.4971318333976926,-5,TRUE,46039
22.49991106,-0.6550471281713246,-5,TRUE,46039
77.28581533,0.7423506818926473,-5,TRUE,46039
62.42769101,-0.3389218473004275,-5,TRUE,46039
20.76955244,1.647177501920672,-5,TRUE,46834
32.04826371,1.6701943420970045,-5,TRUE,46834
11.88090239,1.4971318333976926,-5,TRUE,46834
44.41925287,-0.21497465220153833,-5,TRUE,46834
17.95610044,0.5838079663388006,-5,TRUE,46834
23.25523241,-0.5436271398992335,-5,TRUE,46834
32.50318661,0.7863856266319942,-5,TRUE,47200
32.6756915,1.647177501920672,-5,TRUE,47200
8.674707513,1.6701943420970045,-5,TRUE,47200
11.34537085,1.4879886774530562,-5,TRUE,47200
29.17560169,-0.17511858402178973,-5,TRUE,47200
10.53957397,1.4879886774530562,-5,TRUE,48481
11.61002775,-0.17511858402178973,-5,TRUE,48481
52.94594734,-0.41959652821268173,-5,TRUE,48481
111.2153112,0.7423506818926473,-5,TRUE,48481
57.93376538,-0.5897030893672237,-5,TRUE,48481
5.90466525,1.7552796389420544,-5,TRUE,48481
65.91718864,1.7106318747821538,-5,TRUE,51722
24.12572659,1.4879886774530562,-5,TRUE,51722
31.02896478,0.7423506818926473,-5,TRUE,51722
27.40004003,-0.5897030893672237,-5,TRUE,51722
33.33235455,1.8896235242005197,-5,TRUE,51722
10.79151548,-1.1021613425941024,-4,TRUE,47200
1.789660507,-0.9180025558252759,-4,TRUE,47200
20.79228088,0.2801439196436962,-4,TRUE,47200
88.5943963,0.5728534754430544,-4,TRUE,47200
10.76165539,0.3554757173072826,-4,TRUE,47200
20.19807587,-1.332564954976121,-4,TRUE,48481
58.54110908,-1.1021613425941024,-4,TRUE,48481
46.99609237,0.2801439196436962,-4,TRUE,48481
91.95804631,0.43876270201901024,-4,TRUE,48481
156.2370889,0.9446802956258764,-4,TRUE,48481
6.928833625,-2.417293967295215,-4,TRUE,51522
26.54035214,-1.4579927276381257,-4,TRUE,51522
29.52536049,-0.6380250724522806,-4,TRUE,51522
16.50019929,0.2801439196436962,-4,TRUE,51522
31.91807224,0.6205120259302346,-4,TRUE,51522
67.50322223,0.3554757173072826,-4,TRUE,51522
22.02058202,-1.332564954976121,-4,TRUE,51551
39.81993232,-1.4476975230044067,-4,TRUE,51551
56.74954294,-0.9180025558252759,-4,TRUE,51551
97.41864372,0.2801439196436962,-4,TRUE,51551
137.6207197,-0.025038925275978306,-4,TRUE,51551
89.30006896,0.657750575840429,-4,TRUE,51551
119.6558207,0.774205011272527,-4,TRUE,51551
12.77968775,0.9422640003675462,-4,TRUE,51551
52.3475759,-1.4476975230044067,-4,TRUE,51701
22.70924637,0.88741767841723,-4,TRUE,51701
59.58965982,0.6205120259302346,-4,TRUE,51701
15.79000406,0.3554757173072826,-4,TRUE,51701
66.21037261,0.4501233980712264,-4,TRUE,51702
22.56747802,0.02806551382962371,-4,TRUE,51702
35.23184459,-1.1021613425941024,-4,TRUE,51742
13.53292484,0.2801439196436962,-4,TRUE,51742
39.40969713,0.5728534754430544,-4,TRUE,51742
10.78840114,0.3312953729127762,-4,TRUE,51742
24.67576191,0.2801439196436962,-4,TRUE,52092
32.13273446,0.88741767841723,-4,TRUE,52092
66.992447,0.2366037331742347,-4,TRUE,52092
63.60281244,0.3554757173072826,-4,TRUE,52092
19.15073976,-0.9569024464562577,-3,TRUE,46039
31.90501682,-1.2322440423912175,-3,TRUE,46039
49.72134832,0.42878365495469645,-3,TRUE,46039
28.52700728,0.9933882923499895,-3,TRUE,46039
37.04938179,1.6496143718506575,-3,TRUE,46039
38.0226766,0.38568102679746186,-3,TRUE,46039
32.72574577,-0.7995583523194095,-3,TRUE,47094
71.10256695,0.033938475067278644,-3,TRUE,47094
36.5872317,0.9559087447148689,-3,TRUE,47094
20.19461917,1.5721909087998625,-3,TRUE,47094
8.335687231,1.2087865537327298,-3,TRUE,47094
70.45189858,0.9687270426203172,-3,TRUE,47094
44.79816877,0.033938475067278644,-3,TRUE,47195
51.90100146,0.8153233495977071,-3,TRUE,47195
23.64843748,0.9559087447148689,-3,TRUE,47195
79.05068777,1.5721909087998625,-3,TRUE,47195
126.7166141,-2.0214174011940536,-3,TRUE,47195
92.8992995,-0.322981040529997,-3,TRUE,47195
63.8452028,0.5863788792289205,-3,TRUE,47275
22.36215716,1.2615867933356781,-3,TRUE,47275
55.67588032,1.2087865537327298,-3,TRUE,47275
38.94889202,-0.5130133722113508,-3,TRUE,47275
55.12571766,-0.20600500871243185,-3,TRUE,47275
14.63065007,0.033938475067278644,-3,TRUE,49879
75.6894758,0.5863788792289205,-3,TRUE,49879
120.9855156,-1.6470382739971623,-3,TRUE,49879
20.08372604,-0.20600500871243185,-3,TRUE,49879
22.43113196,0.9933882923499895,-3,TRUE,51523
74.65843934,1.2087865537327298,-3,TRUE,51523
12.78971237,-0.5130133722113508,-3,TRUE,51523
36.87776726,-0.7987134650874064,-3,TRUE,51523
19.16081554,0.9933882923499895,-3,TRUE,51813
41.37460444,1.1208722129817457,-3,TRUE,51813
53.70030166,-0.5130133722113508,-3,TRUE,51813
53.27145793,-0.9358249392081368,-3,TRUE,51813
60.91591297,-0.9569024464562577,-3,TRUE,52092
5.409106345,-0.7995583523194095,-3,TRUE,52092
29.44473918,0.5863788792289205,-3,TRUE,52092
49.68459781,1.6496143718506575,-3,TRUE,52092
90.27109784,0.2946258629694054,-3,TRUE,52092
103.5860866,-0.5809795500287251,-3,TRUE,52092
29.11885022,-0.9071624290017067,-3,TRUE,52092
22.32384496,1.2975631433384915,-2,TRUE,47094
29.92008781,0.2221978679160174,-2,TRUE,47094
59.52622943,-1.9319590266897535,-2,TRUE,47094
41.06363971,0.099301985764163,-2,TRUE,47094
101.8700691,1.2975631433384915,-2,TRUE,47161
54.0964096,-1.4889271567672933,-2,TRUE,47161
23.49323401,-0.7110045936091107,-2,TRUE,47161
46.94367525,1.2975631433384915,-2,TRUE,47200
9.224387761,-0.4017899479351727,-2,TRUE,47200
66.89394991,-1.8519650898926652,-2,TRUE,47200
3.415749394,0.3583969870163083,-2,TRUE,47200
107.8799305,0.7596638565219698,-2,TRUE,47200
16.7279555,0.16656328176262483,-2,TRUE,47352
44.44740632,-0.4017899479351727,-2,TRUE,47352
36.98759019,-1.8519650898926652,-2,TRUE,47352
82.46016886,-0.4769390028017159,-2,TRUE,47352
28.00076655,-0.014169519180990717,-2,TRUE,47352
160.4841838,1.5810922668788858,-2,TRUE,47352
23.89095178,1.08937131048987,-2,TRUE,51523
59.71659026,0.6965636763697486,-2,TRUE,51523
35.84769156,0.4956347614289326,-2,TRUE,56547
11.39558847,0.7664892875973106,-2,TRUE,56547
61.93403993,0.16656328176262483,-2,TRUE,56547
38.90851365,-1.1883479219357733,-2,TRUE,56547
73.75546072,-1.8519650898926652,-2,TRUE,56547
9.620424121,0.16656328176262483,-2,TRUE,56549
28.22339461,-0.4017899479351727,-2,TRUE,56549
27.86755568,-1.9319590266897535,-2,TRUE,56549
32.8646715,-0.35940387147800923,-2,TRUE,56549
44.51634853,0.3583969870163083,-2,TRUE,56549
54.86240548,-0.014169519180990717,-2,TRUE,56549
78.53758568,0.7596638565219698,-2,TRUE,56549
62.39795578,1.2975631433384915,-2,TRUE,56553
93.49622453,0.2221978679160174,-2,TRUE,56553
34.57852129,-1.8519650898926652,-2,TRUE,56553
59.98259214,0.7144208148455741,-2,TRUE,56553
29.56547103,-0.5786655932943059,-2,TRUE,56553
36.81252743,1.08937131048987,-2,TRUE,56553
83.47476204,0.6923933290308137,-2,TRUE,56553
53.77849943,0.24463064531036302,-1,TRUE,51551
29.80028415,1.214491514449662,-1,TRUE,51551
34.02034759,0.2469444269486801,-1,TRUE,51551
21.23665443,1.0819533656066653,-1,TRUE,51551
73.52611337,0.2074336473645996,-1,TRUE,51551
25.2560705,-0.3106312069039404,-1,TRUE,51722
49.05927229,0.03317257884883811,-1,TRUE,51722
61.38154908,0.9886029518724009,-1,TRUE,51722
64.26384691,0.35972410688804707,-1,TRUE,51722
50.99421851,0.6412644674279259,-1,TRUE,51722
61.19123637,1.8052587066880097,-1,TRUE,51722
54.12541544,-0.9883264999985703,-1,TRUE,51805
51.48038341,0.24463064531036302,-1,TRUE,51805
29.20883748,0.9886029518724009,-1,TRUE,51805
63.10866697,0.6193456404643022,-1,TRUE,51805
39.16658779,0.2164927006011102,-1,TRUE,51805
45.49949653,0.6683225036758292,-1,TRUE,51805
34.18023562,-0.9883264999985703,-1,TRUE,52082
42.53461093,0.273940935815411,-1,TRUE,52082
23.79184719,0.9998965965608163,-1,TRUE,52082
11.39265456,0.35972410688804707,-1,TRUE,52082
48.45879446,0.6412644674279259,-1,TRUE,52082
25.97164955,1.8052587066880097,-1,TRUE,52082
20.04658431,0.919453690308395,-1,TRUE,52082
53.74824194,0.3329698227522025,-1,TRUE,56497
32.24706934,0.20570095683332235,-1,TRUE,56497
13.53618897,-0.9883264999985703,-1,TRUE,56497
45.76345216,0.24463064531036302,-1,TRUE,56497
37.32783635,0.9886029518724009,-1,TRUE,56497
63.62968253,0.4200875168086901,-1,TRUE,56497
13.45651018,1.0819533656066653,-1,TRUE,56497
15.06237787,0.3329698227522025,-1,TRUE,56553
29.35582546,-0.3106312069039404,-1,TRUE,56553
12.57460165,0.12643726365207975,-1,TRUE,56553
22.78770366,0.3210091135972118,-1,TRUE,56553
28.21356444,0.12643726365207975,-1,TRUE,56581
45.03156809,0.3210091135972118,-1,TRUE,56581
47.72455607,0.273940935815411,-1,TRUE,56581
27.70551515,1.214491514449662,-1,TRUE,56581
11.17238208,0.6193456404643022,-1,TRUE,56581
9.138312617,1.0819533656066653,-1,TRUE,56581
15.15815266,0.2205026782173313,-1,TRUE,64569
34.62961836,-0.9883264999985703,-1,TRUE,64569
39.75862379,0.3210091135972118,-1,TRUE,64569
33.71735351,1.5102721909590913,-1,TRUE,64569
32.53163039,1.1001033701466953,-1,TRUE,64569
18.59145269,0.6193456404643022,-1,TRUE,64569
12.59363005,0.35972410688804707,-1,TRUE,64569
30.56250547,0.6412644674279259,-1,TRUE,64569
41.52147937,-1.0533150449186137,0,TRUE,47352
20.36888909,-1.4487170455052518,0,TRUE,47352
22.8957426,-0.08829207091529417,0,TRUE,47352
24.26479986,-0.008031016227207477,0,TRUE,47352
2.774851062,-0.03702441124496339,0,TRUE,47352
6.777503841,-0.2877207970689495,0,TRUE,47352
31.40478822,-1.0533150449186137,0,TRUE,51811
44.28235359,-0.8338371809128082,0,TRUE,51811
40.08836885,-1.1510087221549203,0,TRUE,51811
44.26645023,-0.15249762499405095,0,TRUE,51811
44.67183372,-1.1977063946796802,0,TRUE,51811
21.69431967,-0.5045456137745332,0,TRUE,51811
12.44095864,-0.03472304710975775,0,TRUE,51811
58.02150967,-1.1787239069105218,0,TRUE,51811
16.55974233,-1.1295027853199966,0,TRUE,51811
40.04329864,-1.1096595635412234,0,TRUE,56497
29.21388989,0.05344022782588024,0,TRUE,56497
55.2302146,-0.008031016227207477,0,TRUE,56497
15.68258567,-1.0840653654162595,0,TRUE,56549
5.619473272,-1.1510087221549203,0,TRUE,56549
9.306563708,-0.15249762499405095,0,TRUE,56549
39.56754764,-0.22625936645779365,0,TRUE,56549
18.58024077,-0.03702441124496339,0,TRUE,56549
26.95455282,-0.2877207970689495,0,TRUE,56549
63.37884587,-1.3663449053092769,0,TRUE,56549
49.99166897,0.05344022782588024,0,TRUE,56553
53.65422789,-0.008031016227207477,0,TRUE,56553
28.56773758,-0.7621113935446165,0,TRUE,56553
28.18453512,-0.6708099213267087,0,TRUE,56553
41.9067336,-1.1787239069105218,0,TRUE,56553
37.08816033,-1.3663449053092769,0,TRUE,56553
4.370114223,-1.0840653654162595,0,TRUE,58971
20.03213162,-0.8338371809128082,0,TRUE,58971
2.86520971,-0.08829207091529417,0,TRUE,58971
35.42748618,-0.008031016227207477,0,TRUE,58971
23.54717608,-0.19498060789115482,0,TRUE,58982
13.65085737,-1.4487170455052518,0,TRUE,58982
11.34330541,-1.1510087221549203,0,TRUE,58982
32.59124827,0.05344022782588024,0,TRUE,58982
105.6512512,-0.19498060789115482,0,TRUE,58983
55.61058476,-1.2455625580172325,0,TRUE,58983
102.8070711,-1.4487170455052518,0,TRUE,58983
39.70780301,-0.8338371809128082,0,TRUE,58984
35.59945845,0.05344022782588024,0,TRUE,58984
33.21342219,-0.22625936645779365,0,TRUE,58984
42.00913873,-0.5045456137745332,0,TRUE,58984
51.64973966,-1.1787239069105218,0,TRUE,58984
31.96715383,-0.16071081038988178,0,TRUE,58984
9.122970703,-1.0840653654162595,0,TRUE,58993
9.530102088,-1.4487170455052518,0,TRUE,58993
12.20952391,-1.1096595635412234,0,TRUE,58993
6.742596352,-0.08829207091529417,0,TRUE,58993
72.31165453,-0.15249762499405095,0,TRUE,58993
80.33383295,-0.7621113935446165,0,TRUE,58993
34.08966761,-0.5045456137745332,0,TRUE,58993
24.22741827,-0.03472304710975775,0,TRUE,58993
68.72708373,-1.1787239069105218,0,TRUE,58993
15.04089236,-1.2455625580172325,0,TRUE,59078
80.60112547,-1.1510087221549203,0,TRUE,59078
86.00184848,0.05344022782588024,0,TRUE,59078
76.13780233,-0.03702441124496339,0,TRUE,59078
52.85879082,-0.03472304710975775,0,TRUE,59078
68.21096551,-1.1295027853199966,0,TRUE,59078
19.08162509,-0.8338371809128082,0,TRUE,59084
76.14883453,-0.08829207091529417,0,TRUE,59084
10.51575102,-0.43830464346121356,0,TRUE,59084
45.42827406,-0.5045456137745332,0,TRUE,59084
25.51682135,-1.1787239069105218,0,TRUE,59084
19.32315284,-1.1295027853199966,0,TRUE,59084
39.15496935,0.9340146577104603,0,TRUE,59084
35.73800497,-0.5993271701846761,1,TRUE,25582
42.21121043,0.29621256806423074,1,TRUE,25582
43.29992451,-0.1872892059010681,1,TRUE,25582
81.21454849,0.18768311341092903,1,TRUE,25582
25.14930375,1.0266252081820444,1,TRUE,25582
47.58557925,-3.0127745180725785,1,TRUE,46650
33.64666843,-1.5305830444805344,1,TRUE,46650
6.27555931,0.41195279151742337,1,TRUE,46650
20.61431952,-0.580197509234047,1,TRUE,46650
26.7373742,-0.1872892059010681,1,TRUE,46650
18.88667485,-0.18107999240554631,1,TRUE,46650
26.4165927,-0.17586208775068735,1,TRUE,46650
36.46008678,-3.0127745180725785,1,TRUE,47168
47.73071195,-1.5305830444805344,1,TRUE,47168
16.302798,0.29621256806423074,1,TRUE,47168
55.46509173,-0.1872892059010681,1,TRUE,47168
57.7784537,-0.29783362003764713,1,TRUE,47168
145.2306559,0.41195279151742337,1,TRUE,49915
19.51993173,-0.580197509234047,1,TRUE,49915
34.4060425,-0.1872892059010681,1,TRUE,49915
33.13955993,0.18768311341092903,1,TRUE,49915
27.3487202,-0.17586208775068735,1,TRUE,49915
63.36393484,1.2633675680637604,1,TRUE,51929
21.62294543,-2.416900107201158,1,TRUE,51929
56.30571643,-1.5305830444805344,1,TRUE,51929
11.93427983,-0.5993271701846761,1,TRUE,51929
14.44895017,0.29621256806423074,1,TRUE,51929
8.777936729,-0.07569039327796269,1,TRUE,51929
46.57890658,0.18768311341092903,1,TRUE,51929
59.02652611,1.2633675680637604,1,TRUE,56547
33.64350581,-2.416900107201158,1,TRUE,56547
67.37631683,-2.377073097280905,1,TRUE,56547
18.02110349,-0.5993271701846761,1,TRUE,56547
41.86170198,0.29188251665012394,1,TRUE,56547
25.02201274,-0.1872892059010681,1,TRUE,56547
64.04562145,0.18768311341092903,1,TRUE,56547
30.63762853,1.8102796814751703,1,TRUE,56547
75.15127768,1.0452276924438568,1,TRUE,58971
10.59181901,-0.20994930900640965,1,TRUE,58993
